36.5213503011	-52.2772092474	
36.489535917	-52.2889189431	
36.4572480039	-52.2990998166	
36.4245136206	-52.3077653973	
36.3912718848	-52.3149021558	
36.3575160318	-52.3204965627	
36.3233475321	-52.3244945004	
36.288894915	-52.3268689101	
36.2541446511	-52.3275859683	
36.2192117403	-52.3266118515	
36.1842382413	-52.323939795	
36.1492106247	-52.3195359753	
36.1142438904	-52.3133733336	
36.0795003912	-52.305472164	
36.0449868918	-52.295798643	
36.0107913333	-52.2843392412	
35.9770895979	-52.2711345468	
35.9439087444	-52.2561710304	
35.9113164198	-52.2394351626	
35.8795155651	-52.2209945904	
35.8485264744	-52.2008493138	
35.8184167947	-52.1789858034	
35.7893827023	-52.1555190591	
35.761451256	-52.1304355515	
35.7346968675	-52.1037555747	
35.709295419	-52.0756144227	
35.6852739693	-52.0460053308	
35.6627272242	-52.0149756519	
35.6417904777	-51.9826742094	
35.6224907886	-51.9490807092	
35.6049499215	-51.9143439747	
35.5892422881	-51.8785384176	
35.5751852415	-51.841819626	
35.5613243712	-51.8048370111	
35.5473958539	-51.7676717493	
35.5333996896	-51.7303103112	
35.5193291136	-51.6927594615	
35.5051976553	-51.6550192002	
35.4909917853	-51.6170827626	
35.4767182683	-51.5789501487	
35.4623703396	-51.5406281232	
35.4479615286	-51.5021031567	
35.4334715412	-51.4633887786	
35.4189139068	-51.4244714595	
35.4042886254	-51.3853579641	
35.3895889323	-51.3460482924	
35.3748215922	-51.306528915	
35.3599798404	-51.266820126	
35.3450704416	-51.226908396	
35.3300866311	-51.1867869603	
35.3150284089	-51.1464693483	
35.2999025397	-51.1059420306	
35.2846954941	-51.0652117719	
35.2694208015	-51.0242785722	
35.2540716972	-50.9831356668	
35.2386481812	-50.9417898204	
35.2231570182	-50.9002275036	
35.2075846788	-50.8584690105	
35.1919446924	-50.8164872823	
35.1762235296	-50.7743026131	
35.1604347198	-50.7319014735	
35.1445647336	-50.6892906282	
35.1286203357	-50.6464633125	
35.1126015261	-50.6034195264	
35.0965083048	-50.5601660346	
35.0803406718	-50.5166960724	
35.0640986271	-50.4730096398	
35.047775406	-50.4290999721	
35.0313777732	-50.384973834	
35.014898964	-50.3406312255	
34.9983525078	-50.2960653819	
34.9817248752	-50.2512830679	
34.9650160662	-50.2062707541	
34.9482328455	-50.1610419699	
34.9313752131	-50.1155831859	
34.9144364043	-50.0699079315	
34.8974164191	-50.0239959126	
34.8803220222	-49.9778674233	
34.8631532136	-49.9315021695	
34.8458964639	-49.8849136806	
34.8285653025	-49.8380951919	
34.8111529647	-49.7910467034	
34.7936594505	-49.7437682151	
34.7760915246	-49.696259727	
34.7584424223	-49.6485144744	
34.7407121436	-49.6005324573	
34.7229006885	-49.5523204404	
34.7050012923	-49.5038784237	
34.6870274844	-49.4551928778	
34.6689725001	-49.4062705674	
34.6508363394	-49.3571182572	
34.6326190023	-49.3077224178	
34.6143137241	-49.2580898139	
34.5959272695	-49.2082136808	
34.5774528738	-49.1580940185	
34.5589040664	-49.1077375917	
34.5402605532	-49.057130871	
34.5215426283	-49.0062873858	
34.5027367623	-48.9552003714	
34.4838429552	-48.9038630631	
34.4648679717	-48.8522822256	
34.4458050471	-48.8004578589	
34.4266609461	-48.7483764336	
34.4074221393	-48.6960514791	
34.3881021561	-48.6434762307	
34.3686942318	-48.5906506884	
34.3491983664	-48.5375816169	
34.3296213246	-48.4842487221	
34.3099428123	-48.4306722981	
34.2901898883	-48.3768388155	
34.2703422585	-48.3227482743	
34.2504066876	-48.2684006745	
34.2303831756	-48.2138027808	
34.2102649578	-48.1589410638	
34.1900587989	-48.1038290529	
34.1697646989	-48.0484532187	
34.1493826578	-47.9928203259	
34.1289059109	-47.9369303745	
34.1083412229	-47.8807765998	
34.0876750644	-47.8243590018	
34.0669277295	-47.7676775805	
34.0460856888	-47.7107391006	
34.0251489423	-47.6535300327	
34.0041174900	-47.5960639062	
33.9829980966	-47.538320427	
33.9617772327	-47.4803198892	
33.9404684277	-47.4220419987	
33.9190649169	-47.3635070496	
33.8975667003	-47.3046947478	
33.8759670132	-47.2456186227	
33.854279385	-47.1862719096	
33.8324902863	-47.1266478438	
33.8106064818	-47.06675319	
